revenue_usd_millions,pitchbook_valuation_usd_millions,pitchbook_primary_industry_group,pitchbook_primary_industry_sector,pitchbook_verticals,pitchbook_hq_location,pitchbook_hq_country,pitchbook_last_financing_date,pitchbook_last_financing_size_usd_millions,pitchbook_last_financing_deal_type,employee_count_pitchbook,employee_count_linkedin_scraped,employee_count_crunchbase_range,company_size_category,crunchbase_revenue_range,crunchbase_industry_tags,crunchbase_industry_category,total_funding_usd,num_funding_rounds,avg_round_size_usd,total_investors,latest_funding_type,latest_funding_date,months_since_last_funding,funding_stage_encoded,country,state_region,city,founded_year,company_age_years,is_public,ipo_date,ipo_exchange,ipo_ticker,revenue_tier,is_pe_backed,num_pe_investors,ml_predicted_revenue,ml_prediction_confidence
100.0,128.0,Commercial Services,Business Products and Services (B2B),EdTech,"Mountain View, CA",United States,2024-05-20,128.0,Merger/Acquisition,230.0,,c_00251_00500,Medium,r_00100000,"Training, Software, Robotics, Machine Learning, Education, EdTech, E-Learning, Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering","Science and Engineering, Hardware, Data and Analytics, Artificial Intelligence (AI), E-Learning, EdTech, Education, Machine Learning, Robotics, Software, Training",240000000,6,40000000,19,series_unknown,2021-08-27,51.0,1.0,United States,California,Mountain View,,,False,,,,Scale-up,True,1,19937200.0,0.45
9.0,1600.0,Software,Information Technology,"SaaS, Artificial Intelligence & Machine Learning, Big Data, Marketing Tech","Covina, CA",United States,2024-08-01,,Later Stage VC,700.0,5083.0,c_05001_10000,Enterprise,r_10000000,"Real Estate, Property Management, Financial Services, Credit, Asset Management, Lending and Investments","Lending and Investments, Asset Management, Credit, Financial Services, Property Management, Real Estate",7087507641,11,644318876,6,post_ipo_debt,2025-08-07,3.0,7.0,United States,New York,New York,,,True,,nyse,,Unicorn,True,2,1055090726.0,0.95
22.08,155.0,Software,Information Technology,TMT,"Basingstoke, United Kingdom",United Kingdom,2012-10-15,155.0,Buyout/LBO,101.0,,,,,,"Enterprise Software, Information Technology, Manufacturing, Software",0,0,0,0,,,,,United Kingdom,,,1986.0,39.0,False,,,,,True,2,,
150.0,,Software,Information Technology,"Cybersecurity, CloudTech & DevOps","Kansas City, MO",United States,2021-12-30,,Buyout/LBO,250.0,,,,,,,0,0,0,0,,,,,United States,,,,,False,,,,,True,1,,
4.6,1378.0,Software,Information Technology,"SaaS, Big Data, Artificial Intelligence & Machine Learning, CloudTech & DevOps","San Francisco, CA",United States,2024-11-13,,Accelerator/Incubator,355.0,292.0,c_00101_00250,Small,r_00010000,"Open Source, Machine Learning, Information Technology, Developer Platform, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Software, Science and Engineering, Data and Analytics, Artificial Intelligence (AI), Developer Platform, Information Technology, Machine Learning, Open Source",259000000,4,64750000,11,series_c,2022-08-23,39.0,4.0,United States,California,San Francisco,,,False,,,,Growth Stage,True,2,44170021.0,0.9
380.0,7400.0,Software,Information Technology,"Mobile, SaaS, FinTech","San Francisco, CA",United States,2024-05-16,,Secondary Transaction - Private,2016.0,1969.0,c_01001_05000,Large,,"Software, SaaS, Impact Investing, FinTech, Financial Services, Finance, Asset Management, Lending and Investments","Lending and Investments, Asset Management, Finance, Financial Services, FinTech, Impact Investing, SaaS, Software",1157600000,13,128622222,99,series_g,2021-08-13,51.0,5.0,United States,California,San Francisco,,,False,,,,,True,4,276496133.0,0.9
100.0,15000.0,Software,Information Technology,"Mobility Tech, Big Data, Artificial Intelligence & Machine Learning, Autonomous cars","Mountain View, CA",United States,2025-06-17,600.0,Later Stage VC,492.0,1266.0,c_01001_05000,Large,,"Software, Infrastructure, Enterprise Software, Autonomous Vehicles, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Transportation","Transportation, Science and Engineering, Other, Data and Analytics, Artificial Intelligence (AI), Autonomous Vehicles, Enterprise Software, Infrastructure, Software",1501500000,8,214500000,44,series_f,2025-06-17,5.0,5.0,United States,California,Mountain View,,,False,,,,,True,4,185500945.0,0.9
200.0,1600.0,Commercial Services,Business Products and Services (B2B),"FinTech, SaaS","New York, NY",United States,2025-08-06,56.0,Later Stage VC,179.0,185.0,c_00101_00250,Small,r_00010000,"Information Technology, Financial Services, Finance, Banking, Lending and Investments","Lending and Investments, Banking, Finance, Financial Services, Information Technology",337836263,9,37537362,18,series_unknown,2025-08-06,3.0,1.0,United States,New York,New York,,,False,,,,Growth Stage,True,3,21721125.0,0.8
882.3,6685.46,Communications and Networking,Information Technology,"Mobile, TMT","Helsinki, Finland",Finland,2019-10-10,2938.93,Secondary Transaction - Private,1700.0,,,,r_01000000,,"Customer Service, Information Technology, Internet, Mobile, Telecommunications",0,0,0,0,,,,,Finland,,,2001.0,24.0,False,,,,,True,4,,
182.96,1138.0,Software,Information Technology,"SaaS, Marketing Tech","San Francisco, CA",United States,2023-11-17,406.5,Debt Refinancing,1803.0,,,,r_00500000,,"Analytics, Content Marketing, Customer Service, E-Commerce, Email Marketing",0,0,0,0,,,,,United States,,,2001.0,24.0,False,,,,,True,1,,
63.3,145.0,Other Financial Services,Financial Services,"TMT, E-Commerce, FinTech","Austin, TX",United States,2010-06-30,145.0,Buyout/LBO,57.0,,,,,,"Credit Cards, Marketplace, Personal Finance",0,0,0,0,,,,,United States,,,2004.0,21.0,False,,,,,True,1,,
766.62,4586.29,Transportation,Consumer Products and Services (B2C),,"Manchester, United Kingdom",United Kingdom,2020-04-02,229.31,PIPE,1267.0,1609.0,c_01001_05000,,r_00500000,"Marketplace, Marketing, Automotive, Auto Insurance, Commerce and Shopping, Financial Services, Sales and Marketing, Transportation","Transportation, Sales and Marketing, Financial Services, Commerce and Shopping, Auto Insurance, Automotive, Marketing, Marketplace",0,1,0,1,private_equity,2007-03-23,224.0,6.0,United Kingdom,Manchester,Manchester,,,True,,lse,,,True,2,346114974.0,0.895
1.9,223.0,Pharmaceuticals and Biotechnology,Healthcare,"HealthTech, Life Sciences","Menlo Park, CA",United States,2025-04-24,,Later Stage VC,100.0,40.0,c_00101_00250,Small,r_00010000,"Life Science, Health Care, Genetics, Biotechnology, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Software, Science and Engineering, Data and Analytics, Artificial Intelligence (AI), Biotechnology, Genetics, Health Care, Life Science",98000000,5,32666666,11,series_unknown,2025-04-24,7.0,1.0,United States,California,Menlo Park,,,False,,,,Growth Stage,True,2,18106387.0,0.8
58.2,2000.0,IT Services,Information Technology,"SaaS, Artificial Intelligence & Machine Learning, Cryptocurrency/Blockchain","Zurich, Switzerland",Switzerland,2024-12-01,,Later Stage VC,259.0,212.0,c_00251_00500,Medium,r_00001000,"Web Development, Software, Internet, Cryptocurrency, Cloud Computing, Blockchain, Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Internet Services, Payments, Science and Engineering","Science and Engineering, Payments, Other, Internet Services, Financial Services, Data and Analytics, Blockchain and Cryptocurrency, Artificial Intelligence (AI), Blockchain, Cloud Computing, Cryptocurrency, Internet, Software, Web Development",121415499,3,40471833,21,series_unknown,2018-08-28,87.0,1.0,Switzerland,Zurich,Zürich,,,False,,,,Early Stage,True,1,22177464.0,0.8
8.0,2200.0,Software,Information Technology,"Mobile, Real Estate Technology, Artificial Intelligence & Machine Learning","New York, NY",United States,2025-08-20,250.0,Later Stage VC,337.0,417.0,c_00251_00500,Medium,r_00010000,"Real Estate, PropTech, Property Management, Machine Learning, Business Intelligence, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Software, Science and Engineering, Data and Analytics, Artificial Intelligence (AI), Business Intelligence, Machine Learning, Property Management, PropTech, Real Estate",391928985,6,65321497,15,series_e,2025-08-19,3.0,5.0,United States,New York,New York,,,False,,,,Growth Stage,True,2,67421579.0,0.9
13.5,59.5,Commercial Services,Business Products and Services (B2B),SaaS,"Sacramento, CA",United States,2025-06-11,6.98,Later Stage VC,49.0,102.0,c_00011_00050,Startup,r_00001000,"Video Streaming, Marketplace, Internet, Film Distribution, Commerce and Shopping, Content and Publishing, Internet Services, Media and Entertainment, Video","Video, Media and Entertainment, Internet Services, Content and Publishing, Commerce and Shopping, Film Distribution, Internet, Marketplace, Video Streaming",14234950,3,4744983,10,series_unknown,2025-06-02,5.0,1.0,United States,California,Santa Monica,,,False,,,,Early Stage,True,1,20732433.0,0.8
300.0,5600.0,Software,Information Technology,"Big Data, SaaS, CloudTech & DevOps","Oakland, CA",United States,2025-03-22,,Debt - General,1576.0,1638.0,c_01001_05000,Large,r_00100000,"Data Integration, Cloud Data Services, Analytics, Data and Analytics, Information Technology, Internet Services, Software","Software, Internet Services, Information Technology, Data and Analytics, Analytics, Cloud Data Services, Data Integration",853108000,7,121872571,9,debt_financing,2023-05-18,30.0,1.0,United States,California,Oakland,,,False,,,,Scale-up,True,4,124665579.0,0.8
300.0,3300.0,Software,Information Technology,"Artificial Intelligence & Machine Learning, SaaS, AudioTech","New York, NY",United States,,100.0,Secondary Transaction - Private,331.0,497.0,c_00251_00500,Medium,r_00100000,"Generative AI, Developer APIs, Content Creators, Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software","Software, Science and Engineering, Media and Entertainment, Data and Analytics, Artificial Intelligence (AI), Content Creators, Developer APIs, Generative AI",281000000,6,70250000,41,corporate_round,2025-09-23,2.0,1.0,United States,New York,New York,,,False,,,,Scale-up,True,4,35327523.0,0.8
57.92,27.85,Consumer Durables,Consumer Products and Services (B2C),"Manufacturing, Mobile, SaaS","San Diego, CA",United States,2025-07-18,27.85,Merger/Acquisition,131.0,,,,r_00050000,,"Manufacturing, Mobile, Wireless",0,0,0,0,,,,,United States,,,1999.0,26.0,True,,nasdaq,,,True,2,,
608.0,950.0,Commercial Services,Business Products and Services (B2B),Industrials,"West Chester, OH",United States,2016-11-15,950.0,Merger/Acquisition,1331.0,,,,r_00100000,,Construction,0,0,0,0,,,,,United States,,,1986.0,39.0,False,,,,,True,2,,
506.07,,IT Services,Information Technology,"Industrials, TMT","Lisle, IL",United States,2015-04-17,4.71,Secondary Transaction - Open Market,11931.0,,,,r_00500000,,"CRM, Information Technology, Management Consulting, Management Information Systems, Outsourcing",0,0,0,0,,,,,United States,,,2000.0,25.0,True,,nse,,,True,1,,
3.0,3000.0,Software,Information Technology,"FinTech, SaaS, Cryptocurrency/Blockchain","Vancouver, Canada",Canada,2025-04-17,38.73,Early Stage VC,154.0,111.0,c_00051_00100,Small,r_00001000,"Software, Cryptocurrency, Blockchain, Apps, Blockchain and Cryptocurrency, Financial Services, Payments","Payments, Other, Financial Services, Blockchain and Cryptocurrency, Apps, Blockchain, Cryptocurrency, Software",350799986,8,50114283,44,undisclosed,2025-04-17,7.0,1.0,Canada,British Columbia,Vancouver,,,False,,,,Early Stage,True,3,20785645.0,0.8
30.0,802.0,Commercial Products,Business Products and Services (B2B),"Manufacturing, Robotics and Drones","Torrance, CA",United States,2025-07-28,260.0,Later Stage VC,242.0,124.0,c_00101_00250,Small,r_00001000,"Supply Chain Management, Manufacturing, Machinery Manufacturing, Artificial Intelligence (AI), Aerospace, Data and Analytics, Science and Engineering, Software, Transportation","Transportation, Software, Science and Engineering, Data and Analytics, Aerospace, Artificial Intelligence (AI), Machinery Manufacturing, Manufacturing, Supply Chain Management",476499953,6,79416658,28,debt_financing,2025-07-17,4.0,1.0,United States,California,Hawthorne,,,False,,,,Early Stage,True,1,21048394.0,0.8
15.0,311.36,Software,Information Technology,"Big Data, SaaS","San Francisco, CA",United States,2022-11-01,,Secondary Transaction - Private,280.0,232.0,c_00251_00500,Medium,r_00050000,"Software, SaaS, InsurTech, Insurance, Finance, Enterprise Software, Data Management, Collaboration, Business Intelligence, Analytics, Data and Analytics, Financial Services","Other, Financial Services, Data and Analytics, Analytics, Business Intelligence, Collaboration, Data Management, Enterprise Software, Finance, Insurance, InsurTech, SaaS, Software",167699993,13,18633332,19,debt_financing,2021-07-27,52.0,1.0,United States,California,San Francisco,,,False,,,,Growth Stage,True,3,22594198.0,0.8
40.0,2310.0,Other Financial Services,Financial Services,"SaaS, FinTech, B2B Payments","Orlando, FL",United States,2025-06-01,,Later Stage VC,150.0,270.0,c_00101_00250,Small,r_00100000,"Software, Information Technology, Enterprise Software, Enterprise Resource Planning (ERP)","Enterprise Resource Planning (ERP), Enterprise Software, Information Technology, Software",0,0,0,0,,,,,United States,Stockholms Lan,Stockholm,1992.0,33.0,False,,,,Scale-up,True,1,20020056.0,0.6
13.0,700.0,Software,Information Technology,"Legal Tech, Artificial Intelligence & Machine Learning, SaaS","New York, NY",United States,2025-01-31,130.0,Later Stage VC,137.0,140.0,c_00101_00250,Small,r_00010000,"Software, Productivity Tools, Business Intelligence, Artificial Intelligence (AI), Data and Analytics, Science and Engineering","Science and Engineering, Data and Analytics, Artificial Intelligence (AI), Business Intelligence, Productivity Tools, Software",161100000,3,53700000,16,series_b,2024-07-08,16.0,3.0,United States,New York,New York,,,False,,,,Growth Stage,True,2,33076048.0,0.85
50.26,41.3,Communications and Networking,Information Technology,"SaaS, Manufacturing, TMT","Fremont, CA",United States,2012-08-24,41.3,Merger/Acquisition,177.0,,,,,,"Government, VoIP, Web Hosting",0,0,0,0,,,,,United States,,,1983.0,42.0,True,,nasdaq,,,True,3,,
1237.57,528.09,IT Services,Information Technology,"TMT, Industrials","Berlin, Germany",Germany,2024-06-10,,Debt - General,4000.0,,,,r_00500000,,"Automotive, Cyber Security, Logistics, Manufacturing, Security",0,0,0,0,,,,,Germany,,,,,False,,,,,True,1,,
100.0,1025.0,Software,Information Technology,"SaaS, TMT, Mobile, Artificial Intelligence & Machine Learning","San Francisco, CA",United States,2021-11-15,200.0,Later Stage VC,484.0,502.0,c_00251_00500,Medium,r_00050000,"Web Apps, SaaS, Mobile Apps, Analytics, Apps, Data and Analytics, Mobile, Software","Software, Mobile, Data and Analytics, Apps, Analytics, Mobile Apps, SaaS, Web Apps",277015000,6,46169166,9,series_c,2021-11-15,48.0,4.0,United States,California,San Francisco,,,False,,,,Growth Stage,True,2,69061324.0,0.9
100.0,515.0,Software,Information Technology,"CloudTech & DevOps, Gaming","Ramat Gan, Israel",Israel,2021-11-17,75.0,Later Stage VC,130.0,227.0,c_00101_00250,Small,r_00001000,,Technology & Software,97240000,5,24310000,13,series_d,2021-11-17,48.0,5.0,Israel,Tel Aviv,Ramat Gan,,,False,,,,Early Stage,True,2,48375331.0,0.9
325.9,450.0,Computer Hardware,Information Technology,"Augmented Reality, SaaS, Virtual Reality, Wearables & Quantified Self","Plantation, FL",United States,2025-10-18,205.0,Secondary Transaction - Private,1213.0,1186.0,c_01001_05000,Large,r_00500000,"Wearables, Video, Generative AI, Computer Vision, Augmented Reality, Artificial Intelligence (AI), Consumer Electronics, Hardware, Media and Entertainment, Software","Software, Media and Entertainment, Hardware, Consumer Electronics, Artificial Intelligence (AI), Augmented Reality, Computer Vision, Generative AI, Video, Wearables",4273500000,12,427350000,27,private_equity,2025-10-18,1.0,6.0,United States,Florida,Plantation,,,False,,,,Scale-up,True,4,210227836.0,0.9
35.0,520.97,Media,Consumer Products and Services (B2C),,"San Francisco, CA",United States,,,Accelerator/Incubator,5547.0,9501.0,c_00051_00100,Small,r_00010000,"Tourism, Tour Operator, Publishing, News, Internet, Content and Publishing, Internet Services, Media and Entertainment, Travel and Tourism","Travel and Tourism, Media and Entertainment, Internet Services, Content and Publishing, Internet, News, Publishing, Tour Operator, Tourism",162967569,4,40741892,20,series_unknown,2021-11-18,48.0,1.0,United States,California,San Francisco,,,False,,,,Growth Stage,True,3,672307872.0,0.8
6.1,560.0,Software,Information Technology,"Artificial Intelligence & Machine Learning, SaaS, Big Data","New York, NY",United States,2024-07-10,60.0,Later Stage VC,136.0,135.0,c_00051_00100,Small,r_00001000,"Software, Generative AI, Artificial Intelligence (AI), Data and Analytics, Science and Engineering","Science and Engineering, Data and Analytics, Artificial Intelligence (AI), Generative AI, Software",100000000,4,25000000,21,series_c,2024-07-09,16.0,4.0,United States,New York,New York,,,False,,,,Early Stage,True,4,39089875.0,0.9
612.52,6206.05,Software,Information Technology,"SaaS, Mobile, FinTech, Artificial Intelligence & Machine Learning","Palo Alto, CA",United States,2025-05-08,923.11,IPO,3400.0,2855.0,c_01001_05000,Large,r_00100000,"Software, Payments, Financial Services, Business Travel, Travel and Tourism","Travel and Tourism, Business Travel, Financial Services, Payments, Software",2240500000,16,172346153,25,convertible_note,2025-04-07,7.0,0.0,United States,California,Palo Alto,,,True,,nasdaq,,Scale-up,True,3,586198316.0,0.95
6.4,355.0,Consumer Non-Durables,Consumer Products and Services (B2C),"E-Commerce, Beauty","Oakland, CA",United States,2025-09-01,,Later Stage VC,171.0,161.0,c_00051_00100,Small,r_00100000,"Retail, Mobile, E-Commerce, Beauty, Commerce and Shopping, Consumer Goods","Consumer Goods, Commerce and Shopping, Beauty, E-Commerce, Mobile, Retail",76000000,7,19000000,24,series_c,2022-06-30,41.0,4.0,United States,California,Oakland,,,False,,,,Scale-up,True,2,39004910.0,0.9
